OpenROAD v2.0-11432-gead3236e5 
This program is licensed under the BSD-3 license. See the LICENSE file for details.
Components of this program may be licensed under more restrictive licenses which must be honored.
clock_tree_synthesis -sink_clustering_enable -balance_levels
[INFO CTS-0050] Root buffer is sky130_fd_sc_hd__clkbuf_16.
[INFO CTS-0051] Sink buffer is sky130_fd_sc_hd__clkbuf_16.
[INFO CTS-0052] The following clock buffers will be used for CTS:
                    sky130_fd_sc_hd__clkbuf_16
[INFO CTS-0049] Characterization buffer is sky130_fd_sc_hd__clkbuf_16.
[INFO CTS-0039] Number of created patterns = 4200.
[INFO CTS-0084] Compiling LUT.
Min. len    Max. len    Min. cap    Max. cap    Min. slew   Max. slew
2           8           1           20          1           7           
[WARNING CTS-0043] 560 wires are pure wire and no slew degradation.
TritonCTS forced slew degradation on these wires.
[INFO CTS-0046]     Number of wire segments: 4200.
[INFO CTS-0028]  Total number of sinks: 8.
[INFO CTS-0090]  Sinks will be clustered based on buffer max cap.
[INFO CTS-0030]  Number of static layers: 0.
[INFO CTS-0020]  Wire segment unit: 13600  dbu (13 um).
[INFO CTS-0023]  Original sink region: [(1259285, 781940), (1262965, 806540)].
[INFO CTS-0024]  Normalized sink region: [(92.5945, 57.4956), (92.8651, 59.3044)].
[INFO CTS-0025]     Width:  0.2706.
[INFO CTS-0026]     Height: 1.8088.
[WARNING CTS-0045] Creating fake entries in the LUT.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.2706 X 0.9044
[INFO CTS-0034]     Segment length (rounded): 1.
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
[INFO CTS-0032]  Stop criterion found. Max number of sinks is 15.
[INFO CTS-0035]  Number of sinks covered: 8.
[INFO CTS-0200] 0 placement blockages have been identified.
[INFO CTS-0201] 0 placed hard macros will be treated like blockages.
[INFO CTS-0027] Generating H-Tree topology for net COLUMN\[3\].RAMCOLS.B_0_2.WORD\[52\].W.B0.GCLK.
[INFO CTS-0028]  Total number of sinks: 8.
[INFO CTS-0090]  Sinks will be clustered based on buffer max cap.
[INFO CTS-0030]  Number of static layers: 0.
[INFO CTS-0020]  Wire segment unit: 13600  dbu (13 um).
[INFO CTS-0023]  Original sink region: [(1243185, 784780), (1252385, 811980)].
[INFO CTS-0024]  Normalized sink region: [(91.4107, 57.7044), (92.0871, 59.7044)].
[INFO CTS-0025]     Width:  0.6765.
[INFO CTS-0026]     Height: 2.0000.
[WARNING CTS-0045] Creating fake entries in the LUT.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.6765 X 1.0000
[INFO CTS-0034]     Segment length (rounded): 1.
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Out of 8 sinks, 1 sinks closer to other cluster.
[INFO CTS-0032]  Stop criterion found. Max number of sinks is 15.
[INFO CTS-0035]  Number of sinks covered: 8.
[INFO CTS-0200] 0 placement blockages have been identified.
[INFO CTS-0201] 0 placed hard macros will be treated like blockages.
[INFO CTS-0027] Generating H-Tree topology for net COLUMN\[3\].RAMCOLS.B_0_2.WORD\[51\].W.B3.GCLK.
[INFO CTS-0028]  Total number of sinks: 8.
[INFO CTS-0090]  Sinks will be clustered based on buffer max cap.
[INFO CTS-0030]  Number of static layers: 0.
[INFO CTS-0020]  Wire segment unit: 13600  dbu (13 um).
[INFO CTS-0023]  Original sink region: [(1186605, 1146420), (1203165, 1176460)].
[INFO CTS-0024]  Normalized sink region: [(87.2504, 84.2956), (88.468, 86.5044)].
[INFO CTS-0025]     Width:  1.2176.
[INFO CTS-0026]     Height: 2.2088.
[WARNING CTS-0045] Creating fake entries in the LUT.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.2176 X 1.1044
[INFO CTS-0034]     Segment length (rounded): 1.
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
[INFO CTS-0032]  Stop criterion found. Max number of sinks is 15.
[INFO CTS-0035]  Number of sinks covered: 8.
[INFO CTS-0200] 0 placement blockages have been identified.
[INFO CTS-0201] 0 placed hard macros will be treated like blockages.
[INFO CTS-0027] Generating H-Tree topology for net COLUMN\[3\].RAMCOLS.B_0_2.WORD\[51\].W.B2.GCLK.
[INFO CTS-0028]  Total number of sinks: 8.
[INFO CTS-0090]  Sinks will be clustered based on buffer max cap.
[INFO CTS-0030]  Number of static layers: 0.
[INFO CTS-0020]  Wire segment unit: 13600  dbu (13 um).
[INFO CTS-0023]  Original sink region: [(1182465, 1102900), (1194425, 1124660)].
[INFO CTS-0024]  Normalized sink region: [(86.946, 81.0956), (87.8254, 82.6956)].
[INFO CTS-0025]     Width:  0.8794.
[INFO CTS-0026]     Height: 1.6000.
[WARNING CTS-0045] Creating fake entries in the LUT.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.8794 X 0.8000
[INFO CTS-0034]     Segment length (rounded): 1.
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
[INFO CTS-0032]  Stop criterion found. Max number of sinks is 15.
[INFO CTS-0035]  Number of sinks covered: 8.
[INFO CTS-0200] 0 placement blockages have been identified.
[INFO CTS-0201] 0 placed hard macros will be treated like blockages.
[INFO CTS-0027] Generating H-Tree topology for net COLUMN\[3\].RAMCOLS.B_0_2.WORD\[51\].W.B1.GCLK.
[INFO CTS-0028]  Total number of sinks: 8.
[INFO CTS-0090]  Sinks will be clustered based on buffer max cap.
[INFO CTS-0030]  Number of static layers: 0.
[INFO CTS-0020]  Wire segment unit: 13600  dbu (13 um).
[INFO CTS-0023]  Original sink region: [(1182925, 1206260), (1191205, 1238900)].
[INFO CTS-0024]  Normalized sink region: [(86.9798, 88.6956), (87.5886, 91.0956)].
[INFO CTS-0025]     Width:  0.6088.
[INFO CTS-0026]     Height: 2.4000.
[WARNING CTS-0045] Creating fake entries in the LUT.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.6088 X 1.2000
[INFO CTS-0034]     Segment length (rounded): 1.
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
[INFO CTS-0032]  Stop criterion found. Max number of sinks is 15.
[INFO CTS-0035]  Number of sinks covered: 8.
[INFO CTS-0200] 0 placement blockages have been identified.
[INFO CTS-0201] 0 placed hard macros will be treated like blockages.
[INFO CTS-0027] Generating H-Tree topology for net COLUMN\[3\].RAMCOLS.B_0_2.WORD\[51\].W.B0.GCLK.
[INFO CTS-0028]  Total number of sinks: 8.
[INFO CTS-0090]  Sinks will be clustered based on buffer max cap.
[INFO CTS-0030]  Number of static layers: 0.
[INFO CTS-0020]  Wire segment unit: 13600  dbu (13 um).
[INFO CTS-0023]  Original sink region: [(1173725, 1127500), (1193965, 1140980)].
[INFO CTS-0024]  Normalized sink region: [(86.3033, 82.9044), (87.7915, 83.8956)].
[INFO CTS-0025]     Width:  1.4882.
[INFO CTS-0026]     Height: 0.9912.
[WARNING CTS-0045] Creating fake entries in the LUT.
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.7441 X 0.9912
[INFO CTS-0034]     Segment length (rounded): 1.
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
[INFO CTS-0032]  Stop criterion found. Max number of sinks is 15.
[INFO CTS-0035]  Number of sinks covered: 8.
[INFO CTS-0200] 0 placement blockages have been identified.
[INFO CTS-0201] 0 placed hard macros will be treated like blockages.
[INFO CTS-0027] Generating H-Tree topology for net COLUMN\[3\].RAMCOLS.B_0_2.WORD\[50\].W.B3.GCLK.
[INFO CTS-0028]  Total number of sinks: 8.
[INFO CTS-0090]  Sinks will be clustered based on buffer max cap.
[INFO CTS-0030]  Number of static layers: 0.
[INFO CTS-0020]  Wire segment unit: 13600  dbu (13 um).
[INFO CTS-0023]  Original sink region: [(1304365, 730380), (1318165, 763020)].
[INFO CTS-0024]  Normalized sink region: [(95.9092, 53.7044), (96.9239, 56.1044)].
[INFO CTS-0025]     Width:  1.0147.
[INFO CTS-0026]     Height: 2.4000.
[WARNING CTS-0045] Creating fake entries in the LUT.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.0147 X 1.2000
[INFO CTS-0034]     Segment length (rounded): 1.
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
[INFO CTS-0032]  Stop criterion found. Max number of sinks is 15.
[INFO CTS-0035]  Number of sinks covered: 8.
[INFO CTS-0200] 0 placement blockages have been identified.
[INFO CTS-0201] 0 placed hard macros will be treated like blockages.
[INFO CTS-0027] Generating H-Tree topology for net COLUMN\[3\].RAMCOLS.B_0_2.WORD\[50\].W.B2.GCLK.
[INFO CTS-0028]  Total number of sinks: 8.
[INFO CTS-0090]  Sinks will be clustered based on buffer max cap.
[INFO CTS-0030]  Number of static layers: 0.
[INFO CTS-0020]  Wire segment unit: 13600  dbu (13 um).
[INFO CTS-0023]  Original sink region: [(1280905, 678580), (1291945, 714060)].
[INFO CTS-0024]  Normalized sink region: [(94.1842, 49.8956), (94.996, 52.5044)].
[INFO CTS-0025]     Width:  0.8118.
[INFO CTS-0026]     Height: 2.6088.
[WARNING CTS-0045] Creating fake entries in the LUT.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.8118 X 1.3044
[INFO CTS-0034]     Segment length (rounded): 1.
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
[INFO CTS-0032]  Stop criterion found. Max number of sinks is 15.
[INFO CTS-0035]  Number of sinks covered: 8.
[INFO CTS-0200] 0 placement blockages have been identified.
[INFO CTS-0201] 0 placed hard macros will be treated like blockages.
[INFO CTS-0027] Generating H-Tree topology for net COLUMN\[3\].RAMCOLS.B_0_2.WORD\[50\].W.B1.GCLK.
[INFO CTS-0028]  Total number of sinks: 8.
[INFO CTS-0090]  Sinks will be clustered based on buffer max cap.
[INFO CTS-0030]  Number of static layers: 0.
[INFO CTS-0020]  Wire segment unit: 13600  dbu (13 um).
[INFO CTS-0023]  Original sink region: [(1318165, 675980), (1333345, 708620)].
[INFO CTS-0024]  Normalized sink region: [(96.9239, 49.7044), (98.0401, 52.1044)].
[INFO CTS-0025]     Width:  1.1162.
[INFO CTS-0026]     Height: 2.4000.
[WARNING CTS-0045] Creating fake entries in the LUT.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.1162 X 1.2000
[INFO CTS-0034]     Segment length (rounded): 1.
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
[INFO CTS-0032]  Stop criterion found. Max number of sinks is 15.
[INFO CTS-0035]  Number of sinks covered: 8.
[INFO CTS-0200] 0 placement blockages have been identified.
[INFO CTS-0201] 0 placed hard macros will be treated like blockages.
[INFO CTS-0027] Generating H-Tree topology for net COLUMN\[3\].RAMCOLS.B_0_2.WORD\[50\].W.B0.GCLK.
[INFO CTS-0028]  Total number of sinks: 8.
[INFO CTS-0090]  Sinks will be clustered based on buffer max cap.
[INFO CTS-0030]  Number of static layers: 0.
[INFO CTS-0020]  Wire segment unit: 13600  dbu (13 um).
[INFO CTS-0023]  Original sink region: [(1276305, 735820), (1280445, 763020)].
[INFO CTS-0024]  Normalized sink region: [(93.846, 54.1044), (94.1504, 56.1044)].
[INFO CTS-0025]     Width:  0.3044.
[INFO CTS-0026]     Height: 2.0000.
[WARNING CTS-0045] Creating fake entries in the LUT.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.3044 X 1.0000
[INFO CTS-0034]     Segment length (rounded): 1.
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Out of 8 sinks, 1 sinks closer to other cluster.
[INFO CTS-0032]  Stop criterion found. Max number of sinks is 15.
[INFO CTS-0035]  Number of sinks covered: 8.
[INFO CTS-0200] 0 placement blockages have been identified.
[INFO CTS-0201] 0 placed hard macros will be treated like blockages.
[INFO CTS-0027] Generating H-Tree topology for net COLUMN\[3\].RAMCOLS.B_0_2.WORD\[4\].W.B3.GCLK.
[INFO CTS-0028]  Total number of sinks: 8.
[INFO CTS-0090]  Sinks will be clustered based on buffer max cap.
[INFO CTS-0030]  Number of static layers: 0.
[INFO CTS-0020]  Wire segment unit: 13600  dbu (13 um).
[INFO CTS-0023]  Original sink region: [(1221565, 300620), (1232145, 324980)].
[INFO CTS-0024]  Normalized sink region: [(89.821, 22.1044), (90.5989, 23.8956)].
[INFO CTS-0025]     Width:  0.7779.
[INFO CTS-0026]     Height: 1.7912.
[WARNING CTS-0045] Creating fake entries in the LUT.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.7779 X 0.8956
[INFO CTS-0034]     Segment length (rounded): 1.
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
[INFO CTS-0032]  Stop criterion found. Max number of sinks is 15.
[INFO CTS-0035]  Number of sinks covered: 8.
[INFO CTS-0200] 0 placement blockages have been identified.
[INFO CTS-0201] 0 placed hard macros will be treated like blockages.
[INFO CTS-0027] Generating H-Tree topology for net COLUMN\[3\].RAMCOLS.B_0_2.WORD\[4\].W.B2.GCLK.
[INFO CTS-0028]  Total number of sinks: 8.
[INFO CTS-0090]  Sinks will be clustered based on buffer max cap.
[INFO CTS-0030]  Number of static layers: 0.
[INFO CTS-0020]  Wire segment unit: 13600  dbu (13 um).
[INFO CTS-0023]  Original sink region: [(1212365, 316940), (1222485, 349580)].
[INFO CTS-0024]  Normalized sink region: [(89.1445, 23.3044), (89.8886, 25.7044)].
[INFO CTS-0025]     Width:  0.7441.
[INFO CTS-0026]     Height: 2.4000.
[WARNING CTS-0045] Creating fake entries in the LUT.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.7441 X 1.2000
[INFO CTS-0034]     Segment length (rounded): 1.
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
[INFO CTS-0032]  Stop criterion found. Max number of sinks is 15.
[INFO CTS-0035]  Number of sinks covered: 8.
[INFO CTS-0200] 0 placement blockages have been identified.
[INFO CTS-0201] 0 placed hard macros will be treated like blockages.
[INFO CTS-0027] Generating H-Tree topology for net COLUMN\[3\].RAMCOLS.B_0_2.WORD\[4\].W.B1.GCLK.
[INFO CTS-0028]  Total number of sinks: 8.
[INFO CTS-0090]  Sinks will be clustered based on buffer max cap.
[INFO CTS-0030]  Number of static layers: 0.
[INFO CTS-0020]  Wire segment unit: 13600  dbu (13 um).
[INFO CTS-0023]  Original sink region: [(1219725, 267980), (1229385, 297780)].
[INFO CTS-0024]  Normalized sink region: [(89.6857, 19.7044), (90.396, 21.8956)].
[INFO CTS-0025]     Width:  0.7103.
[INFO CTS-0026]     Height: 2.1912.
[WARNING CTS-0045] Creating fake entries in the LUT.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.7103 X 1.0956
[INFO CTS-0034]     Segment length (rounded): 1.
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Out of 8 sinks, 1 sinks closer to other cluster.
[INFO CTS-0032]  Stop criterion found. Max number of sinks is 15.
[INFO CTS-0035]  Number of sinks covered: 8.
[INFO CTS-0200] 0 placement blockages have been identified.
[INFO CTS-0201] 0 placed hard macros will be treated like blockages.
[INFO CTS-0027] Generating H-Tree topology for net COLUMN\[3\].RAMCOLS.B_0_2.WORD\[4\].W.B0.GCLK.
[INFO CTS-0028]  Total number of sinks: 8.
[INFO CTS-0090]  Sinks will be clustered based on buffer max cap.
[INFO CTS-0030]  Number of static layers: 0.
[INFO CTS-0020]  Wire segment unit: 13600  dbu (13 um).
[INFO CTS-0023]  Original sink region: [(1219725, 237940), (1229845, 262540)].
[INFO CTS-0024]  Normalized sink region: [(89.6857, 17.4956), (90.4298, 19.3044)].
[INFO CTS-0025]     Width:  0.7441.
[INFO CTS-0026]     Height: 1.8088.
[WARNING CTS-0045] Creating fake entries in the LUT.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.7441 X 0.9044
[INFO CTS-0034]     Segment length (rounded): 1.
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
[INFO CTS-0032]  Stop criterion found. Max number of sinks is 15.
[INFO CTS-0035]  Number of sinks covered: 8.
[INFO CTS-0200] 0 placement blockages have been identified.
[INFO CTS-0201] 0 placed hard macros will be treated like blockages.
[INFO CTS-0027] Generating H-Tree topology for net COLUMN\[3\].RAMCOLS.B_0_2.WORD\[49\].W.B3.GCLK.
[INFO CTS-0028]  Total number of sinks: 8.
[INFO CTS-0090]  Sinks will be clustered based on buffer max cap.
[INFO CTS-0030]  Number of static layers: 0.
[INFO CTS-0020]  Wire segment unit: 13600  dbu (13 um).
[INFO CTS-0023]  Original sink region: [(1218345, 673140), (1222945, 697740)].
[INFO CTS-0024]  Normalized sink region: [(89.5842, 49.4956), (89.9224, 51.3044)].
[INFO CTS-0025]     Width:  0.3382.
[INFO CTS-0026]     Height: 1.8088.
[WARNING CTS-0045] Creating fake entries in the LUT.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.3382 X 0.9044
[INFO CTS-0034]     Segment length (rounded): 1.
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
[INFO CTS-0032]  Stop criterion found. Max number of sinks is 15.
[INFO CTS-0035]  Number of sinks covered: 8.
[INFO CTS-0200] 0 placement blockages have been identified.
[INFO CTS-0201] 0 placed hard macros will be treated like blockages.
[INFO CTS-0027] Generating H-Tree topology for net COLUMN\[3\].RAMCOLS.B_0_2.WORD\[49\].W.B2.GCLK.
[INFO CTS-0028]  Total number of sinks: 8.
[INFO CTS-0090]  Sinks will be clustered based on buffer max cap.
[INFO CTS-0030]  Number of static layers: 0.
[INFO CTS-0020]  Wire segment unit: 13600  dbu (13 um).
[INFO CTS-0023]  Original sink region: [(1239045, 670540), (1252845, 689460)].
[INFO CTS-0024]  Normalized sink region: [(91.1062, 49.3044), (92.121, 50.6956)].
[INFO CTS-0025]     Width:  1.0147.
[INFO CTS-0026]     Height: 1.3912.
[WARNING CTS-0045] Creating fake entries in the LUT.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.0147 X 0.6956
[INFO CTS-0034]     Segment length (rounded): 1.
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
[INFO CTS-0032]  Stop criterion found. Max number of sinks is 15.
[INFO CTS-0035]  Number of sinks covered: 8.
[INFO CTS-0200] 0 placement blockages have been identified.
[INFO CTS-0201] 0 placed hard macros will be treated like blockages.
[INFO CTS-0027] Generating H-Tree topology for net COLUMN\[3\].RAMCOLS.B_0_2.WORD\[49\].W.B1.GCLK.
[INFO CTS-0028]  Total number of sinks: 8.
[INFO CTS-0090]  Sinks will be clustered based on buffer max cap.
[INFO CTS-0030]  Number of static layers: 0.
[INFO CTS-0020]  Wire segment unit: 13600  dbu (13 um).
[INFO CTS-0023]  Original sink region: [(1232145, 648780), (1249165, 667700)].
[INFO CTS-0024]  Normalized sink region: [(90.5989, 47.7044), (91.8504, 49.0956)].
[INFO CTS-0025]     Width:  1.2515.
[INFO CTS-0026]     Height: 1.3912.
[WARNING CTS-0045] Creating fake entries in the LUT.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.2515 X 0.6956
[INFO CTS-0034]     Segment length (rounded): 1.
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
[INFO CTS-0032]  Stop criterion found. Max number of sinks is 15.
[INFO CTS-0035]  Number of sinks covered: 8.
[INFO CTS-0200] 0 placement blockages have been identified.
[INFO CTS-0201] 0 placed hard macros will be treated like blockages.
[INFO CTS-0027] Generating H-Tree topology for net COLUMN\[3\].RAMCOLS.B_0_2.WORD\[49\].W.B0.GCLK.
[INFO CTS-0028]  Total number of sinks: 8.
[INFO CTS-0090]  Sinks will be clustered based on buffer max cap.
[INFO CTS-0030]  Number of static layers: 0.
[INFO CTS-0020]  Wire segment unit: 13600  dbu (13 um).
[INFO CTS-0023]  Original sink region: [(1215585, 643340), (1225245, 665100)].
[INFO CTS-0024]  Normalized sink region: [(89.3812, 47.3044), (90.0915, 48.9044)].
[INFO CTS-0025]     Width:  0.7103.
[INFO CTS-0026]     Height: 1.6000.
[WARNING CTS-0045] Creating fake entries in the LUT.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.7103 X 0.8000
[INFO CTS-0034]     Segment length (rounded): 1.
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
[INFO CTS-0032]  Stop criterion found. Max number of sinks is 15.
[INFO CTS-0035]  Number of sinks covered: 8.
[INFO CTS-0200] 0 placement blockages have been identified.
[INFO CTS-0201] 0 placed hard macros will be treated like blockages.
[INFO CTS-0027] Generating H-Tree topology for net COLUMN\[3\].RAMCOLS.B_0_2.WORD\[48\].W.B3.GCLK.
[INFO CTS-0028]  Total number of sinks: 8.
[INFO CTS-0090]  Sinks will be clustered based on buffer max cap.
[INFO CTS-0030]  Number of static layers: 0.
[INFO CTS-0020]  Wire segment unit: 13600  dbu (13 um).
[INFO CTS-0023]  Original sink region: [(1207765, 700340), (1215585, 730380)].
[INFO CTS-0024]  Normalized sink region: [(88.8062, 51.4956), (89.3812, 53.7044)].
[INFO CTS-0025]     Width:  0.5750.
[INFO CTS-0026]     Height: 2.2088.
[WARNING CTS-0045] Creating fake entries in the LUT.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.5750 X 1.1044
[INFO CTS-0034]     Segment length (rounded): 1.
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
[INFO CTS-0032]  Stop criterion found. Max number of sinks is 15.
[INFO CTS-0035]  Number of sinks covered: 8.
[INFO CTS-0200] 0 placement blockages have been identified.
[INFO CTS-0201] 0 placed hard macros will be treated like blockages.
[INFO CTS-0027] Generating H-Tree topology for net COLUMN\[3\].RAMCOLS.B_0_2.WORD\[48\].W.B2.GCLK.
[INFO CTS-0028]  Total number of sinks: 8.
[INFO CTS-0090]  Sinks will be clustered based on buffer max cap.
[INFO CTS-0030]  Number of static layers: 0.
[INFO CTS-0020]  Wire segment unit: 13600  dbu (13 um).
[INFO CTS-0023]  Original sink region: [(1226625, 700340), (1236745, 727540)].
[INFO CTS-0024]  Normalized sink region: [(90.193, 51.4956), (90.9371, 53.4956)].
[INFO CTS-0025]     Width:  0.7441.
[INFO CTS-0026]     Height: 2.0000.
[WARNING CTS-0045] Creating fake entries in the LUT.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.7441 X 1.0000
[INFO CTS-0034]     Segment length (rounded): 1.
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
[INFO CTS-0032]  Stop criterion found. Max number of sinks is 15.
[INFO CTS-0035]  Number of sinks covered: 8.
[INFO CTS-0200] 0 placement blockages have been identified.
[INFO CTS-0201] 0 placed hard macros will be treated like blockages.
[INFO CTS-0027] Generating H-Tree topology for net COLUMN\[3\].RAMCOLS.B_0_2.WORD\[48\].W.B1.GCLK.
[INFO CTS-0028]  Total number of sinks: 8.
[INFO CTS-0090]  Sinks will be clustered based on buffer max cap.
[INFO CTS-0030]  Number of static layers: 0.
[INFO CTS-0020]  Wire segment unit: 13600  dbu (13 um).
[INFO CTS-0023]  Original sink region: [(1243185, 692300), (1259285, 711220)].
[INFO CTS-0024]  Normalized sink region: [(91.4107, 50.9044), (92.5945, 52.2956)].
[INFO CTS-0025]     Width:  1.1838.
[INFO CTS-0026]     Height: 1.3912.
[WARNING CTS-0045] Creating fake entries in the LUT.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.1838 X 0.6956
[INFO CTS-0034]     Segment length (rounded): 1.
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
[INFO CTS-0032]  Stop criterion found. Max number of sinks is 15.
[INFO CTS-0035]  Number of sinks covered: 8.
[INFO CTS-0200] 0 placement blockages have been identified.
[INFO CTS-0201] 0 placed hard macros will be treated like blockages.
[INFO CTS-0027] Generating H-Tree topology for net COLUMN\[3\].RAMCOLS.B_0_2.WORD\[48\].W.B0.GCLK.
[INFO CTS-0028]  Total number of sinks: 8.
[INFO CTS-0090]  Sinks will be clustered based on buffer max cap.
[INFO CTS-0030]  Number of static layers: 0.
[INFO CTS-0020]  Wire segment unit: 13600  dbu (13 um).
[INFO CTS-0023]  Original sink region: [(1220185, 730380), (1239045, 746700)].
[INFO CTS-0024]  Normalized sink region: [(89.7195, 53.7044), (91.1062, 54.9044)].
[INFO CTS-0025]     Width:  1.3868.
[INFO CTS-0026]     Height: 1.2000.
[WARNING CTS-0045] Creating fake entries in the LUT.
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.6934 X 1.2000
[INFO CTS-0034]     Segment length (rounded): 1.
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Out of 8 sinks, 1 sinks closer to other cluster.
[INFO CTS-0032]  Stop criterion found. Max number of sinks is 15.
[INFO CTS-0035]  Number of sinks covered: 8.
[INFO CTS-0200] 0 placement blockages have been identified.
[INFO CTS-0201] 0 placed hard macros will be treated like blockages.
[INFO CTS-0027] Generating H-Tree topology for net COLUMN\[3\].RAMCOLS.B_0_2.WORD\[47\].W.B3.GCLK.
[INFO CTS-0028]  Total number of sinks: 8.
[INFO CTS-0090]  Sinks will be clustered based on buffer max cap.
[INFO CTS-0030]  Number of static layers: 0.
[INFO CTS-0020]  Wire segment unit: 13600  dbu (13 um).
[INFO CTS-0023]  Original sink region: [(1286885, 621580), (1290565, 648780)].
[INFO CTS-0024]  Normalized sink region: [(94.6239, 45.7044), (94.8945, 47.7044)].
[INFO CTS-0025]     Width:  0.2706.
[INFO CTS-0026]     Height: 2.0000.
[WARNING CTS-0045] Creating fake entries in the LUT.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.2706 X 1.0000
[INFO CTS-0034]     Segment length (rounded): 1.
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
[INFO CTS-0032]  Stop criterion found. Max number of sinks is 15.
[INFO CTS-0035]  Number of sinks covered: 8.
[INFO CTS-0200] 0 placement blockages have been identified.
[INFO CTS-0201] 0 placed hard macros will be treated like blockages.
[INFO CTS-0027] Generating H-Tree topology for net COLUMN\[3\].RAMCOLS.B_0_2.WORD\[47\].W.B2.GCLK.
[INFO CTS-0028]  Total number of sinks: 8.
[INFO CTS-0090]  Sinks will be clustered based on buffer max cap.
[INFO CTS-0030]  Number of static layers: 0.
[INFO CTS-0020]  Wire segment unit: 13600  dbu (13 um).
[INFO CTS-0023]  Original sink region: [(1255145, 621580), (1274005, 635060)].
[INFO CTS-0024]  Normalized sink region: [(92.2901, 45.7044), (93.6768, 46.6956)].
[INFO CTS-0025]     Width:  1.3868.
[INFO CTS-0026]     Height: 0.9912.
[WARNING CTS-0045] Creating fake entries in the LUT.
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.6934 X 0.9912
[INFO CTS-0034]     Segment length (rounded): 1.
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
